|input_text|target_text
1506|source target factuality: This year's results included a gain of $70.2 million on the disposal of seafood operations.|"This year's [results|true] included a [gain|true] of $70.2 million on the [disposal|true] of seafood operations."
1507|source target factuality: Sales for the full year were $6.6 billion, up 13% from $5.8 billion.|"[Sales|true] for the full year were $6.6 billion, up 13% from $5.8 billion."
1508|source target factuality: Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.|"Ralston [said|true] its restructuring [costs|true] include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company."
1509|source target factuality: The battery plant, which makes rechargeable nickel cadmium and carbon zinc products, will be closed over the next year or so, a spokesman said.|"The battery plant, which [makes|true] rechargeable nickel cadmium and carbon zinc products, will be closed over the next year or so, a spokesman [said|true]."
1510|source target factuality: Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending.|"Ralston [attributed|true] its fourth-quarter [slump|true] partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending."
1511|source target factuality: For the year, pet food volume was flat, the company said.|"For the year, pet food volume was flat, the company [said|true]."
1512|source target factuality: Its cereal division realized higher operating profit on volume increases, but also spent more on promotion.|"Its cereal division realized higher operating [profit|true] on volume increases, but also [spent|true][realized|true] higher operating profit on volume [increases|true], but also spent more on [promotion|true]."
1513|source target factuality: The Continental Baking business benefited from higher margins on bread and on increased cake sales, it added.|"The Continental Baking business benefited from higher margins on bread and on increased cake sales, it [added|true]."
1514|source target factuality: Ralston said its Eveready battery unit was hurt by continuing economic problems in South America.|"Ralston [said|true] its Eveready battery unit was hurt by continuing economic problems in South America."
1515|source target factuality: Ralston shares closed yesterday at $80.50, off $1, in New York Stock Exchange composite trading.|"Ralston shares [closed|true] yesterday at $80.50, off $1, in New York Stock Exchange composite trading."
1516|source target factuality: UNIFIRST Corp. declared a 2-for-1 stock split.|"UNIFIRST Corp. declared a 2-for-1 stock [split|true][declared|true] a 2-for-1 stock split."
1517|source target factuality: The Wilmington, Mass., garment service company also boosted its quarterly dividend 20% to three cents a share adjusted for the split.|"The Wilmington, Mass., garment service company also boosted its quarterly dividend 20% to three cents a share adjusted for the [split|true][boosted|true] its quarterly dividend 20% to three cents a share adjusted for the split."
1518|source target factuality: The dividend had been five cents a share.|"The dividend had been [five|true] cents a share."
1519|source target factuality: The split and quarterly dividend will be payable Jan. 3 to stock of record Nov. 16, the company said.|"The split and quarterly dividend will be payable Jan. 3 to stock of record Nov. 16, the company [said|true]."
1520|source target factuality: The split will raise the number of shares outstanding to about 10.2 million.|"The [split|true] will [raise|true] the number of shares outstanding to about 10.2 million."
1521|source target factuality: Separately, UniFirst reported that net income rose 21% to $3 million, or 29 cents a share adjusted for the split, for the fourth quarter ended Aug. 26.|"Separately, UniFirst reported that net income rose 21% to $3 million, or 29 cents a share adjusted for the [split|true][reported|true] that net income rose 21% to $3 million, or 29 cents a share adjusted for the split, for the fourth quarter [ended|true] Aug. 26."
1522|source target factuality: A year earlier UniFirst earned $2.4 million, or 24 cents a share adjusted for the split.|"A year earlier UniFirst [earned|true] $2.4 million, or 24 cents a share adjusted for the [split|true]."
1523|source target factuality: Sales rose to $52.4 million from $50.1 million.|"Sales [rose|true] to $52.4 million from $50.1 million."
1524|source target factuality: I was pleased to note that your Oct. 23 Centennial Journal item recognized the money-fund concept as one of the significant events of the past century.|"I was [pleased|true] to note that your Oct. 23 Centennial Journal item recognized the money-fund concept as one of the significant events of the past century."
1525|source target factuality: Actually, about two years ago, the Journal listed the creation of the money fund as one of the 10 most significant events in the world of finance in the 20th century.|"Actually, about two years ago, the Journal [listed|true] the [creation|true] of the money fund as one of the 10 most significant events in the world of finance in the 20th century."
1526|source target factuality: But the Reserve Fund, America's first money fund, was not named, nor were the creators of the money-fund concept, Harry Brown and myself.|"But the Reserve Fund, America's first money fund, was not [named|false], nor were the creators of the money-fund concept, Harry Brown and myself."
1527|source target factuality: We innovated telephone redemptions, daily dividends, total elimination of share certificates and the constant $1 pershare pricing, all of which were painfully thought out and not the result of some inadvertence on the part of the SEC.|"We [innovated|true] telephone redemptions, daily dividends, total elimination of share certificates and the constant $1 pershare pricing, all of which were painfully [thought|true][redemptions|true], daily dividends, total [elimination|true] of share certificates and the constant $1 pershare [pricing|true], all of which were painfully thought out and not the result of some [inadvertence|unknown] on the part of the SEC."
1528|source target factuality: Despite continuing problems in its newsprint business, Kimberly-Clark Corp. posted a 20% gain in third-quarter net income.|"Despite continuing problems in its newsprint business, Kimberly-Clark Corp. posted a 20% gain in third-quarter net [income|true][posted|true] a 20% gain in third-quarter net income."
1529|source target factuality: The consumer-products and newsprint company said net rose to $108.8 million, or $1.35 a share, from $90.5 million, or $1.12 a share, a year ago.|"The consumer-products and newsprint company [said|true] net rose to $108.8 million, or $1.35 a share, from $90.5 million, or $1.12 a share, a year ago."
1530|source target factuality: Sales rose 6.2% to $1.45 billion from $1.37 billion.|"Sales rose 6.2% to [$|true]1.45 billion from [$|true][rose|true] 6.2% to $1.45 billion from $1.37 billion."
1531|source target factuality: After a flat second quarter tied largely to lower newsprint earnings, Kimberly-Clark attributed the gain to improved results in its consumer businesses in North America, Brazil and Korea.|"After a flat second quarter tied largely to lower newsprint earnings, Kimberly-Clark [attributed|true] the [gain|true][tied|true] largely to lower newsprint earnings, Kimberly-Clark attributed the gain to improved results in its consumer businesses in North America, Brazil and Korea."
1532|source target factuality: Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said.|"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company [said|true]."
1533|source target factuality: Newsprint results continued to be depressed, the company added, because of industrywide price discounting.|"Newsprint results continued to be depressed, the company added, because of industrywide price [discounting|true][added|true], because of industrywide price discounting."
1534|source target factuality: The quarter-to-quarter comparison was also enhanced by charges taken in the year-earlier period, including $11 million related to the modernization of a pulp and newsprint mill in Alabama.|"The quarter-to-quarter comparison was also [enhanced|true] by [charges|true] [taken|true] in the year-earlier period, including $11 million related to the [modernization|true] of a pulp and newsprint mill in Alabama."
1535|source target factuality: In the 1989 period also, interest expense and tax rates were lower than a year ago.|"In the 1989 period also, interest expense and tax [rates|true] were [lower|true] than a year ago."
1536|source target factuality: In the first nine months, profit rose 10% to $313.2 million, or $3.89 a share, from $283.9 million, or $3.53 a share.|"In the first nine months, profit rose 10% to [$|true]313.2 million, or $3.89 a share, from [$|true][rose|true] 10% to $313.2 million, or $3.89 a share, from $283.9 million, or $3.53 a share."
1537|source target factuality: Sales rose 6.7% to $4.27 billion from $4 billion.|"Sales rose 6.7% to [$|true]4.27 billion from [$|true][rose|true] 6.7% to $4.27 billion from $4 billion."
1538|source target factuality: In New York Stock Exchange composite trading, Kimberly-Clark closed at $66.50 a share, up $1.50.|"In New York Stock Exchange composite trading, Kimberly-Clark [closed|true] at [$|true]66.50 a share, up $1.50."
1539|source target factuality: Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.|"Ocean Drilling amp Exploration Co. will [sell|true] its contract-drilling business, and [took|true] a $50.9 million loss from discontinued operations in the third quarter because of the [planned|true][loss|true] from discontinued [operations|true] in the third quarter because of the planned [sale|unknown]."
1540|source target factuality: The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.|"The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the [restructuring|true][added|true] that it does n't expect any further adverse financial impact from the restructuring."
1541|source target factuality: In the third quarter, the company, which is 61%-owned by Murphy Oil Corp. of Arkansas, had a net loss of $46.9 million, or 91 cents a share, compared with a restated loss of $9 million, or 18 cents a share, a year ago.|"In the third quarter, the company, which is 61%-owned by Murphy Oil Corp. of Arkansas, had a net [loss|true] of $46.9 million, or 91 cents a share, compared with a restated [loss|true][had|true] a net loss of $46.9 million, or 91 cents a share, compared with a restated loss of $9 million, or 18 cents a share, a year ago."
1542|source target factuality: The latest period had profit from continuing operations of $4 million.|"The latest period had profit from continuing [operations|true][had|true] [profit|true] from continuing operations of $4 million."
1543|source target factuality: Revenue gained 13% to $77.3 million from $68.5 million.|"Revenue [gained|true] 13% to [$|true]77.3 million from [$|true]68.5 million."
1544|source target factuality: Ocean Drilling said it will offer 15% to 20% of the contract-drilling business through an initial public offering in the near future.|"Ocean Drilling [said|true] it will offer 15% to 20% of the contract-drilling business through an initial public offering in the near future."
1545|source target factuality: It has long been rumored that Ocean Drilling would sell the unit to concentrate on its core oil and gas business.|"It has long been [rumored|true] that Ocean Drilling would sell the unit to concentrate on its core oil and gas business."
1546|source target factuality: Ocean Drilling said it wo n't hold any shares of the new company after the restructuring.|"Ocean Drilling [said|true] it wo n't hold any shares of the new company after the [restructuring|true]."
1547|source target factuality: First Security Corp. said it tentatively agreed to acquire Deseret Bancorp. for stock valued at about $18 million.|"First Security Corp. [said|true] it tentatively agreed to acquire Deseret Bancorp. for stock valued at about $18 million."
1548|source target factuality: Terms call for First Security to issue about 0.55 share of its stock for each Deseret share held, or a total of about 550,000 First Security shares.|"Terms [call|true] for First Security to [issue|unknown] about 0.55 share of its stock for each Deseret share [held|unknown], or a total of about 550,000 First Security shares."
1549|source target factuality: It has about 12.3 million shares outstanding.|"It [has|true] about 12.3 million shares outstanding."
1550|source target factuality: Deseret, with about $100 million in assets, is the parent of the Deseret Bank, which has six offices and headquarters at Pleasant Grove, Utah.|"Deseret, with about $100 million in assets, is the parent of the Deseret Bank, which [has|true] six offices and headquarters at Pleasant Grove, Utah."
1551|source target factuality: The purchase price is equal to about 1.65 times Deseret's roughly $10.7 million book value, or assets less liabilities.|"The purchase price is [equal|true] to about 1.65 times Deseret's roughly $10.7 million book value, or assets less liabilities."
1552|source target factuality: Salt Lake City-based First Security, with $5.4 billion in assets, said the agreement is subject to shareholder and regulatory approval, and that it hopes to complete the transaction early next year.|"Salt Lake City-based First Security, with $5.4 billion in assets, [said|true] the agreement is subject to shareholder and regulatory approval, and that it hopes to [complete|unknown] the [transaction|unknown][agreement|true] is subject to shareholder and regulatory [approval|unknown], and that it hopes to complete the transaction early next year."
1553|source target factuality: StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.|"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of [business|true] yesterday, a deadline StatesWest had [set|true][said|true] it withdrew its [offer|true] to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its [offer|true] by the [close|true] of business yesterday, a deadline StatesWest had set for a response."
1554|source target factuality: However, StatesWest is n't abandoning its pursuit of the much-larger Mesa.|"However, StatesWest is n't [abandoning|false] its [pursuit|true] of the much-larger Mesa."
1555|source target factuality: StatesWest, which has a 7.25% stake in Mesa, said it may purchase more Mesa stock or make a tender offer directly to Mesa shareholders.|"StatesWest, which has a 7.25% stake in Mesa, [said|true] it may purchase more Mesa stock or make a tender offer directly to Mesa shareholders."
1556|source target factuality: StatesWest had proposed acquiring Mesa for $7 a share and one share of a new series of StatesWest 6% convertible preferred stock it values at $3 a share.|"StatesWest had [proposed|true] [acquiring|unknown] Mesa for $7 a share and one share of a new series of StatesWest 6% convertible preferred stock it values at $3 a share."
1557|source target factuality: Earlier, Mesa had rejected a general proposal from StatesWest to combine the two carriers in some way.|"Earlier, Mesa had [rejected|true] a general [proposal|true] from StatesWest to [combine|unknown] the two carriers in some way."
1558|source target factuality: QVC Network Inc. said it completed its acquisition of CVN Cos. for about $423 million.|"QVC Network Inc. said it completed its [acquisition|true][said|true] it completed its acquisition of CVN Cos. for about $423 million."
1559|source target factuality: QVC agreed to pay $19 and one-eighth QVC share for each of CVN's 20 million fully diluted shares.|"QVC [agreed|true] to [pay|true] $19 and one-eighth QVC share for each of CVN's 20 million fully diluted shares."
1560|source target factuality: The acquisition brings together the two largest competitors to Home Shopping Network Inc., which now reaches more viewers than any other company in the video shopping industry.|"The [acquisition|true] brings together the two largest competitors to Home Shopping Network Inc., which now [reaches|true][brings|true] together the two largest competitors to Home Shopping Network Inc., which now reaches more viewers than any other company in the video shopping industry."
1561|source target factuality: Among them, Home Shopping, QVC and CVN already control most of that young and fast-growing market, which last year had sales of about $1.4 billion.|"Among them, Home Shopping, QVC and CVN already [control|true] most of that young and fast-growing market, which last year [had|true] [sales|true] of about $1.4 billion."
1562|source target factuality: Coast Savings Financial Inc. reported a third-quarter loss, citing a previously announced capital restructuring program.|"Coast Savings Financial Inc. [reported|true] a third-quarter loss, [citing|true] a previously announced capital restructuring program."
1563|source target factuality: The Los Angeles thrift holding company said it had a loss of $92.2 million, or $6.98 a share, for the quarter ended Sept. 30.|"The Los Angeles thrift holding company [said|true] it had a loss of $92.2 million, or $6.98 a share, for the quarter ended Sept. 30."
1564|source target factuality: Coast earned $10.2 million, or 67 cents a share, in the year-ago quarter.|"Coast [earned|true] $10.2 million, or 67 cents a share, in the year-ago quarter."
1565|source target factuality: The year-ago results have been restated to comply with government regulations.|"The year-ago [results|true] have been restated to comply with government [regulations|true][restated|true] to [comply|true] with government regulations."
1566|source target factuality: The restructuring program is designed to increase the company's tangible capital ratio.|"The restructuring program is [designed|true] to [increase|unknown] the company's tangible capital [ratio|true][program|true] is designed to increase the company's tangible capital ratio."
1567|source target factuality: It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.|"It includes [removing|unknown] $242 million in good will from the books, [issuing|unknown] $150 million in preferred stock and [commencing|unknown] an exchange [offer|unknown] for $52 million in convertible bonds."
1568|source target factuality: During the third quarter, the company charged about $46 million against earnings in reducing goodwill, added $20 million to its general loan loss reserves and established a $30 million reserve for its high-yield bond portfolio.|"During the third quarter, the company [charged|true] about $46 million against earnings in reducing goodwill, [added|true] $20 million to its general loan loss reserves and [established|true] a $30 million [reserve|true] for its high-yield bond portfolio."
1569|source target factuality: The company said its junk-bond portfolio after these moves had been reduced to less than 1% of assets.|"The company [said|true] its junk-bond portfolio after these [moves|true] had been reduced to less than 1% of assets."
1570|source target factuality: Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.|"Coda Energy Inc. [said|true] it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C."
1571|source target factuality: The Dallas oil and gas concern said that $10 million of the facility would be used to consolidate the company's $8.1 million of existing bank debt, to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp.|"The Dallas oil and gas concern [said|true] that $10 million of the facility would be used to consolidate the company's $8.1 million of existing bank debt, to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp."
1572|source target factuality: The remaining $40 million can be used over three years for oil and gas acquisitions, the company said.|"The remaining $40 million can be [used|unknown] over three years for oil and gas acquisitions, the company [said|true]."
1573|source target factuality: Ted Eubank, Coda's president, said the loan carries an interest rate of prime plus one percentage point, with 85% of the company's net oil and gas revenue each month dedicated to repayment.|"Ted Eubank, Coda's president, [said|true] the loan carries an interest rate of prime plus one percentage point, with 85% of the company's net oil and gas revenue each month dedicated to repayment."
1574|"source target factuality: The company put up ""virtually all"" of its oil and gas properties as collateral, he said."|"The company put up ""virtually all"" of its oil and gas properties as collateral, he [said|true]."
1575|source target factuality: Orkem S.A., a French state-controlled chemical manufacturer, is making a friendly bid of 470 pence ($7.43) a share for the 59.2% of U.K. specialty chemical group Coates Brothers PLC which it does n't already own, the two sides said.|"Orkem S.A., a French state-controlled chemical manufacturer, is making a friendly bid of 470 pence ($7.43) a share for the 59.2% of U.K. specialty chemical group Coates Brothers PLC which it does n't already own, the two sides [said|true]."
1576|source target factuality: The offer, which values the whole of Coates at #301 million, has already been accepted by Coates executives and other shareholders owning 12.4% of the company.|"The [offer|true], which values the whole of Coates at #301 million, has already been [accepted|true] by Coates executives and other shareholders owning 12.4% of the company."
1577|source target factuality: The acceptances give Orkem a controlling 53.2% stake in the company.|"The [acceptances|true] [give|true] Orkem a controlling 53.2% [stake|true] in the company."
1578|source target factuality: Orkem and Coates said last Wednesday that the two were considering a merger, through Orkem's British subsidiary, Orkem Coatings U.K. Ltd.|"Orkem and Coates [said|true] last Wednesday that the two were considering a [merger|unknown], through Orkem's British subsidiary, Orkem Coatings U.K. Ltd."
1579|source target factuality: Orkem, France's third-largest chemical group, said it would fund the acquisition through internal resources.|"Orkem, France's third-largest chemical group, [said|true] it would fund the acquisition through internal resources."
1580|source target factuality: The takeover would be followed by a restructuring of Orkem's U.K. unit, including the addition of related Orkem businesses and possibly further acquisitions.|"The [takeover|true] would be followed by a restructuring of Orkem's U.K. unit, including the [addition|possibly true] of related Orkem businesses and possibly further [acquisitions|possibly true][restructuring|possibly true] of Orkem's U.K. unit, including the addition of related Orkem businesses and possibly further acquisitions."
1581|source target factuality: Orkem said it eventually would seek to make a public share offering in its U.K. business.|"Orkem [said|true] it eventually would seek to [make|unknown] a public share [offering|unknown] in its U.K. business."
1582|source target factuality: The portfolio unit of the French bank group Credit Lyonnais told stock market regulators that it bought 43,000 shares of Cie. de Navigation Mixte, apparently to help fend off an unwelcome takeover bid for the company.|"The portfolio unit of the French bank group Credit Lyonnais [told|true] stock market regulators that it bought 43,000 shares of Cie. de Navigation Mixte, apparently to [help|possibly true] [fend|possibly true] off an unwelcome takeover bid for the company."
1583|source target factuality: Earlier yesterday, the Societe de Bourses Francaises was told that a unit of Framatome S.A. also bought Navigation Mixte shares, this purchase covering more than 160,000 shares.|"Earlier yesterday, the Societe de Bourses Francaises was [told|true] that a unit of Framatome S.A. also bought Navigation Mixte shares, this [purchase|true] covering more than 160,000 shares."
1584|source target factuality: Both companies are allies of Navigation Mixte in its fight against a hostile takeover bid launched last week by Cie. Financiere de Paribas at 1,850 French francs ($297) a share.|"Both companies are allies of Navigation Mixte in its fight against a hostile takeover bid [launched|true][fight|true] against a hostile takeover bid launched last week by Cie. Financiere de Paribas at 1,850 French francs ($297) a share."
1585|source target factuality: Navigation Mixte's chairman had suggested that friendly institutions were likely to buy its stock as soon as trading opened Monday.|"Navigation Mixte's chairman had [suggested|true] that friendly institutions were likely to buy its stock as soon as [trading|true] [opened|true] Monday."
1586|source target factuality: Price Stern Sloan Inc. said it hired an investment banking firm to assist in evaluating restructuring or merger alternatives and reported a net loss of $8.1 million, or $2.14 a share, for the third quarter ended Sept. 30.|"Price Stern Sloan Inc. [said|true] it hired an investment banking firm to [assist|unknown] in [evaluating|unknown] restructuring or merger alternatives and [reported|true] a net loss of $8.1 million, or $2.14 a share, for the third quarter ended Sept. 30."
1587|source target factuality: These results compare with net income of $1.8 million, or 44 cents a share, for the corresponding period last year.|"These results compare with net [income|true][compare|true] with net income of $1.8 million, or 44 cents a share, for the corresponding period last year."
1588|source target factuality: This quarter's loss includes pretax charges of $4.9 million on the proposed discontinuation of the company's troubled British subsidiary, and $3.7 million of other write-offs the company said were non-recurring and principally related to inventory, publishing advances and pre-publication costs.|"This quarter's [loss|true] includes pretax [charges|true] of $4.9 million on the proposed discontinuation of the company's troubled British subsidiary, and $3.7 million of other write-offs the company [said|true] were non-recurring and principally related to inventory, publishing advances and pre-publication costs."
1589|source target factuality: The publishing concern said it retained the investment banking firm of Donaldson, Lufkin amp Jenrette Securities Inc. to act as its financial adviser, assisting in the evaluation of various financial and strategic alternatives, including debt refinancing, raising capital, recapitalization, a merger or sale of the company.|"The publishing concern [said|true] it retained the investment banking firm of Donaldson, Lufkin amp Jenrette Securities Inc. to act as its financial adviser, assisting in the evaluation of various financial and strategic alternatives, including debt refinancing, raising capital, recapitalization, a merger or sale of the company."
1590|source target factuality: The company also retained attorney Martin P. Levin, a director of the company and former head of the Times-Mirror Publishing Group, as an adviser.|"The company also [retained|true] attorney Martin P. Levin, a director of the company and former head of the Times-Mirror Publishing Group, as an adviser."
1591|source target factuality: Net sales for this year's third quarter were $14 million, down from $21.4 million last year.|"Net sales for this year's third quarter were [$|true]14 million, down from [$|true]21.4 million last year."
1592|source target factuality: The company attributed the decrease in part to the exclusion of the company's British sales from the current year's figures as a result of the subsidiary's status as a proposed discontinued operation and, in part, to lower sales in certain key foreign and domestic accounts.|"The company [attributed|true] the [decrease|true] in part to the exclusion of the company's British sales from the current year's figures as a result of the subsidiary's [status|true] as a proposed discontinued operation and, in part, to lower sales in certain key foreign and domestic accounts."
1593|source target factuality: U.K. sales for last year's quarter were about $3 million.|"U.K. sales for last year's quarter were about [$|true]3 million."
1594|source target factuality: Cilcorp Inc., Peoria, Ill., said it agreed to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn.|"Cilcorp Inc., Peoria, Ill., [said|true] it agreed to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn."
1595|source target factuality: The utility holding company said Hunter will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses.|"The utility holding company [said|true] Hunter will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $39 million for the businesses."
1596|source target factuality: Cilcorp will also assume $22 million of Hunter's existing debt.|"Cilcorp will also assume $22 million of Hunter's existing [debt|true][assume|true] $22 million of Hunter's existing debt."
1597|source target factuality: As part of the agreement, Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete.|"As part of the agreement, Cilcorp [said|true][agreement|true], Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete."
1598|source target factuality: Cilcorp said the businesses to be acquired had revenue of $76 million for the year ended March 31.|"Cilcorp [said|true] the businesses to be [acquired|true] had revenue of $76 million for the year ended March 31."
1599|source target factuality: Separately, Cilcorp said it plans to purchase as many as 1.4 million shares, or 10% of its common stock outstanding from time to time on the open market and through privately negotiated transactions.|"Separately, Cilcorp [said|true] it plans to purchase as many as 1.4 million shares, or 10% of its common stock outstanding from time to time on the open market and through privately negotiated transactions."
1600|source target factuality: The company, which currently has 13.5 million common shares outstanding, said it has no specific plans for the shares.|"The company, which currently [has|true] 13.5 million common shares outstanding, [said|true] it has no specific plans for the shares."
1601|source target factuality: Ogden Projects Inc. said net income jumped to $6.6 million, or 18 cents a share, in the third quarter.|"Ogden Projects Inc. [said|true] net income jumped to $6.6 million, or 18 cents a share, in the third quarter."
1602|source target factuality: The Fairfield, N.J., company, which is 92%-owned by Ogden Corp., New York, had net of $1.1 million, or four cents a share, a year ago.|"The Fairfield, N.J., company, which is 92%-owned by Ogden Corp., New York, [had|true] net of $1.1 million, or four cents a share, a year ago."
1603|source target factuality: Revenue soared to $101.7 million from $39.5 million.|"Revenue soared to [$|true]101.7 million from [$|true][soared|true] to $101.7 million from $39.5 million."
1604|source target factuality: Ogden Projects, whose shares began trading on the New York Stock Exchange in August, closed yesterday at $26.875, down 75 cents.|"Ogden Projects, whose shares began trading on the New York Stock Exchange in August, closed yesterday at [$|true][began|true] [trading|true] on the New York Stock Exchange in August, [closed|true] yesterday at $26.875, down 75 cents."
1605|source target factuality: The stock began trading this summer at $14 apiece.|"The stock began [trading|true] this summer at [$|true][began|true] trading this summer at $14 apiece."
1606|source target factuality: Ogden Projects, which has interests in solid-waste recovery and hazardous-waste cleanup, said it has 13 facilities in operation, up from seven a year ago.|"Ogden Projects, which has interests in solid-waste recovery and hazardous-waste cleanup, [said|true] it has 13 facilities in operation, up from seven a year ago."
1607|source target factuality: Meanwhile, Ogden Corp., which also has interests in building maintenance and management, reported third-quarter net income of $27.1 million, or 67 cents a share, more than twice the $13.5 million, or 34 cents a share, a year earlier.|"Meanwhile, Ogden Corp., which also has interests in building maintenance and management, reported third-quarter net income of $27.1 million, or 67 cents a share, more than twice the [$|true][reported|true] third-quarter net income of $27.1 million, or 67 cents a share, more than twice the $13.5 million, or 34 cents a share, a year earlier."
1608|source target factuality: Revenue rose 33% to $378.1 million from $283.8 million.|"Revenue rose 33% to [$|true]378.1 million from [$|true][rose|true] 33% to $378.1 million from $283.8 million."
1609|source target factuality: Rally's Inc. said it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer.|"Rally's Inc. [said|true] it adopted a shareholders rights plan to protect shareholders from an inadequately priced takeover offer."
1610|source target factuality: Earlier this month, a group led by three of the company's directors, Burt Sugarman, James M. Trotter III and Willam E. Trotter II, indicated it had a 45.2% stake in the Louisville, Ky., fast-food company and that it planned to seek a majority of seats on Rally's nine-member board.|"Earlier this month, a group led by three of the company's directors, Burt Sugarman, James M. Trotter III and Willam E. Trotter II, [indicated|true] it had a 45.2% stake in the Louisville, Ky., fast-food company and that it planned to seek a [majority|unknown] of seats on Rally's nine-member board."
1611|"source target factuality: The company said it was "" concerned about the announced intent to acquire control of the company"" by a Sugarman-led group."|"The company [said|true] it was "" concerned about the announced intent to [acquire|unknown] [control|unknown] of the company"" by a Sugarman-led group."
1612|source target factuality: Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.|"Courtaulds PLC [announced|true] plans to [spin|unknown][plans|true] to spin off its textiles operations to existing shareholders in a [restructuring|true] to [boost|unknown] shareholder value."
1613|source target factuality: The British chemical and textile company's plan, which requires shareholder approval, would create a new, listed U.K. stock with a probable market capitalization between #300 million ($473 million) and #400 million, analysts said.|"The British chemical and textile company's plan, which requires shareholder approval, would create a new, listed U.K. stock with a probable market capitalization between #300 million ($473 million) and #400 million, analysts [said|true]."
1614|source target factuality: The establishment of the separate company, to be called Courtaulds Textiles, could be effective as early as next year's first quarter.|"The [establishment|true] of the separate company, to be called Courtaulds Textiles, could be effective as early as next year's first quarter."
1615|source target factuality: Investors welcomed the move.|"Investors [welcomed|true] the [move|true]."
1616|source target factuality: Courtaulds' shares rose 15 pence to 362 pence, valuing the entire company at about #1.44 billion.|"Courtaulds' shares rose 15 pence to [362|true][rose|true] 15 pence to 362 pence, valuing the entire company at about #1.44 billion."
1617|source target factuality: Courtaulds' spinoff reflects pressure on British industry to boost share prices beyond the reach of corporate raiders.|"Courtaulds' [spinoff|true] reflects pressure on British industry to boost share prices beyond the reach of corporate raiders."
1618|source target factuality: Courtaulds' restructuring is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's plans to spin roughly off #4 billion in assets to help fend off a takeover bid from Anglo-French financier Sir James Goldsmith.|"Courtaulds' restructuring is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's plans to [spin|unknown] roughly off #4 billion in assets to [help|unknown] [fend|unknown][restructuring|true] is among the largest thus far in Britain, though it is dwarfed by B.A.T Industries PLC's [plans|true] to spin roughly off #4 billion in assets to help fend off a takeover bid from Anglo-French financier Sir James Goldsmith."
1619|source target factuality: The divested Courtaulds textile operations had operating profit of #50 million on #980 million in revenue in the year ended March 31.|"The divested Courtaulds textile operations [had|true] operating [profit|true] of #50 million on #980 million in revenue in the year ended March 31."
1620|source target factuality: Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined.|"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did [combined|true][said|true] Courtaulds' [moves|true] could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they [did|true] combined."
